 PersonId , FinancialYearId , Income , TaxPayable 
 436 , 5 , 365079 , 7453 
 38 , 3 , 154519 , 7453 
 327 , 4 , 98217 , 7453 
 6 , 3 , 320812 , 5653 
 199 , 1 , 345616 , 7453 
 998 , 7 , 490241 , 4753 
 495 , 3 , 215093 , 9953 
 527 , 6 , 219535 , 7453 
 356 , 6 , 249142 , 5653 
 607 , 8 , 307962 , 5653 
 303 , 1 , 158811 , 4753 
 457 , 7 , 445979 , 7453 
 224 , 7 , 406366 , 7453 
 422 , 1 , 480459 , 7453 
 634 , 8 , 462321 , 4753 
 800 , 2 , 179883 , 9953 
 570 , 7 , 150409 , 7453 
 537 , 5 , 390869 , 7453 
 581 , 8 , 112199 , 7453 
 78 , 7 , 225103 , 9953 
 258 , 8 , 396969 , 7453 
 385 , 4 , 483216 , 7453 
 580 , 2 , 419940 , 7453 
 488 , 2 , 434614 , 10953 
 206 , 6 , 71770 , 7453 
 644 , 6 , 293260 , 7453 
 506 , 5 , 223524 , 10953 
 108 , 2 , 443679 , 7453 
 805 , 4 , 992023 , 9953 
 771 , 5 , 479807 , 7453 
 641 , 8 , 349240 , 7453 
 571 , 3 , 139079 , 7453 
 175 , 1 , 126934 , 10953 
 429 , 8 , 80941 , 4753 
 447 , 6 , 110462 , 5653 
 530 , 6 , 372151 , 4753 
 375 , 3 , 310727 , 7453 
 993 , 5 , 109568 , 6653 
 543 , 8 , 50885 , 7453 
 481 , 1 , 231278 , 6653 
 271 , 2 , 140996 , 7453 
 121 , 2 , 125747 , 7453 
 920 , 3 , 207463 , 9953 
 645 , 2 , 416673 , 9953 
 444 , 2 , 284469 , 7453 
 762 , 1 , 120370 , 7453 
 84 , 7 , 370542 , 5653 
 345 , 1 , 432623 , 9953 
 368 , 5 , 102476 , 7453 
 612 , 5 , 165718 , 6653 
 759 , 6 , 406452 , 5653 
 591 , 3 , 276045 , 7453 
 297 , 3 , 110031 , 4753 
 245 , 6 , 237460 , 7453 
 592 , 5 , 60281 , 4753 
 428 , 2 , 381863 , 9953 
 761 , 1 , 234580 , 7453 
 231 , 3 , 163603 , 9953 
 627 , 6 , 299041 , 4753 
 420 , 3 , 146355 , 7453 
 145 , 2 , 316717 , 7453 
 81 , 2 , 271414 , 10953 
 773 , 3 , 387512 , 5653 
 879 , 2 , 26786 , 7453 
 646 , 1 , 458722 , 5653 
 647 , 6 , 69731 , 4753 
 165 , 6 , 413045 , 7453 
 521 , 8 , 375424 , 10953 
 387 , 3 , 420370 , 7453 
 445 , 2 , 140169 , 7453 
 298 , 8 , 369156 , 7453 
 751 , 2 , 90841 , 4753 
 201 , 5 , 345983 , 9953 
 983 , 8 , 380922 , 5653 
 698 , 6 , 134767 , 7453 
 319 , 6 , 321222 , 5653 
 420 , 1 , 325752 , 5653 
 270 , 1 , 53267 , 7453 
 169 , 1 , 200145 , 7453 
 185 , 5 , 451401 , 4753 
 306 , 8 , 422718 , 6653 
 471 , 5 , 290902 , 5653 
 626 , 5 , 391203 , 9953 
 545 , 7 , 216305 , 7453 
 666 , 8 , 122914 , 10953 
 151 , 5 , 123195 , 7453 
 628 , 1 , 79048 , 6653 
 40 , 3 , 345475 , 7453 
 981 , 3 , 70660 , 7453 
 207 , 5 , 228599 , 7453 
 274 , 5 , 187571 , 4753 
 515 , 1 , 197123 , 9953 
 446 , 8 , 310527 , 7453 
 676 , 6 , 404530 , 7453 
 226 , 8 , 414561 , 4753 
 13 , 1 , 364522 , 5653 
 176 , 8 , 238235 , 7453 
 624 , 1 , 438128 , 6653 
 207 , 2 , 457951 , 4753 
 344 , 4 , 264737 , 7453 
 830 , 4 , 207326 , 7453 
 415 , 7 , 495119 , 7453 
 678 , 6 , 62252 , 5653 
 494 , 3 , 462307 , 7453 
 44 , 6 , 296563 , 9953 
 309 , 4 , 366050 , 7453 
 450 , 7 , 386062 , 5653 
 577 , 3 , 229110 , 7453 
 677 , 1 , 152693 , 9953 
 648 , 7 , 239059 , 7453 
 117 , 1 , 106111 , 4753 
 907 , 1 , 231313 , 9953 
 704 , 3 , 463459 , 7453 
 578 , 1 , 347641 , 4753 
 479 , 3 , 223637 , 7453 
 960 , 5 , 75815 , 7453 
 468 , 5 , 380212 , 5653 
 499 , 4 , 221206 , 7453 
 367 , 2 , 196421 , 4753 
 435 , 4 , 385527 , 7453 
 702 , 6 , 490683 , 9953 
 367 , 3 , 73569 , 7453 
 844 , 5 , 354763 , 9953 
 611 , 6 , 241770 , 7453 
 582 , 5 , 452599 , 7453 
 545 , 7 , 222032 , 5653 
 754 , 2 , 280315 , 7453 
 568 , 7 , 485454 , 10953 
 363 , 8 , 466361 , 4753 
 372 , 5 , 265845 , 7453 
 838 , 7 , 132986 , 7453 
 654 , 8 , 387625 , 7453 
 626 , 8 , 95316 , 7453 
 47 , 5 , 435408 , 6653 
 681 , 1 , 294075 , 7453 
 749 , 1 , 427599 , 7453 
 924 , 8 , 278649 , 7453 
 187 , 3 , 428456 , 7453 
 668 , 2 , 419743 , 9953 
 981 , 4 , 256865 , 7453 
 491 , 7 , 237199 , 7453 
 706 , 6 , 349939 , 7453 
 471 , 3 , 286781 , 4753 
 750 , 4 , 991601 , 4753 
 288 , 4 , 172488 , 6653 
 18 , 5 , 456259 , 7453 
 67 , 7 , 299665 , 7453 
 586 , 8 , 462887 , 7453 
 493 , 3 , 230452 , 5653 
 540 , 4 , 388746 , 7453 
 23 , 4 , 488711 , 4753 
 466 , 4 , 67028 , 6653 
 172 , 8 , 291706 , 7453 
 660 , 6 , 122424 , 10953 
 795 , 7 , 274055 , 7453 
 430 , 2 , 183756 , 7453 
 442 , 2 , 190355 , 7453 
 694 , 8 , 320482 , 5653 
 776 , 7 , 59707 , 7453 
 272 , 7 , 124530 , 7453 
 11 , 2 , 135735 , 7453 
 221 , 1 , 400609 , 7453 
 234 , 3 , 262749 , 7453 
 504 , 4 , 386848 , 6653 
 578 , 8 , 156072 , 5653 
 604 , 1 , 218487 , 7453 
 676 , 2 , 185996 , 7453 
 670 , 6 , 78050 , 7453 
 601 , 8 , 103565 , 7453 
 678 , 3 , 296038 , 6653 
 710 , 6 , 297166 , 7453 
 615 , 3 , 451316 , 7453 
 345 , 3 , 301464 , 10953 
 345 , 7 , 439557 , 7453 
 919 , 5 , 198393 , 9953 
 728 , 8 , 190743 , 9953 
 528 , 1 , 286788 , 6653 
 131 , 2 , 73161 , 4753 
 201 , 2 , 119282 , 5653 
 22 , 1 , 496341 , 4753 
 176 , 1 , 488368 , 6653 
 571 , 3 , 317429 , 7453 
 631 , 4 , 304561 , 4753 
 729 , 5 , 127614 , 10953 
 793 , 1 , 277135 , 7453 
 358 , 4 , 115957 , 7453 
 413 , 1 , 145918 , 6653 
 440 , 2 , 472453 , 9953 
 510 , 6 , 211353 , 9953 
 953 , 8 , 160319 , 7453 
 630 , 7 , 287244 , 10953 
 720 , 8 , 458167 , 7453 
 62 , 4 , 419188 , 6653 
 724 , 3 , 345213 , 9953 
 764 , 3 , 171129 , 7453 
 682 , 7 , 996525 , 7453 
 125 , 3 , 137190 , 7453 
 683 , 7 , 37834 , 10953 
 804 , 4 , 225529 , 7453 
 755 , 4 , 454002 , 5653 
 612 , 3 , 320262 , 5653 
 623 , 1 , 205614 , 10953 
 832 , 8 , 409321 , 4753 
 460 , 1 , 434854 , 10953 
 40 , 7 , 141579 , 7453 
 551 , 2 , 87394 , 10953 
 774 , 2 , 265565 , 7453 
 38 , 1 , 352150 , 7453 
 160 , 1 , 424031 , 4753 
 459 , 7 , 199311 , 4753 
 434 , 2 , 396968 , 6653 
 374 , 1 , 167194 , 10953 
 3 , 6 , 251200 , 7453 
 545 , 7 , 69967 , 7453 
 404 , 6 , 136163 , 9953 
 948 , 7 , 318307 , 7453 
 559 , 5 , 146047 , 7453 
 274 , 7 , 185134 , 10953 
 723 , 3 , 159713 , 9953 
 438 , 5 , 90114 , 10953 
 750 , 8 , 122569 , 7453 
 596 , 1 , 213104 , 10953 
 24 , 8 , 366698 , 6653 
 873 , 8 , 443247 , 7453 
 564 , 4 , 58794 , 10953 
 542 , 6 , 99878 , 6653 
 998 , 7 , 82128 , 6653 
 764 , 8 , 456252 , 5653 
 708 , 5 , 318427 , 7453 
 210 , 7 , 361869 , 7453 
 123 , 5 , 103553 , 9953 
 28 , 2 , 386855 , 7453 
 369 , 6 , 347699 , 7453 
 810 , 7 , 165280 , 7453 
 714 , 6 , 226078 , 6653 
 79 , 1 , 992753 , 9953 
 144 , 4 , 408108 , 6653 
 356 , 4 , 369708 , 6653 
 763 , 7 , 486035 , 7453 
 187 , 8 , 239741 , 4753 
 693 , 3 , 350393 , 9953 
 73 , 8 , 293768 , 6653 
 746 , 1 , 98862 , 5653 
 669 , 8 , 128042 , 5653 
 865 , 7 , 269951 , 4753 
 346 , 6 , 170050 , 7453 
 179 , 2 , 256966 , 7453 
 740 , 6 , 405821 , 4753 
 451 , 5 , 259049 , 7453 
 811 , 4 , 352823 , 9953 
 737 , 3 , 240477 , 7453 
 88 , 5 , 452056 , 7453 
 956 , 4 , 290221 , 4753 
 983 , 8 , 185414 , 10953 
 423 , 4 , 381499 , 7453 
 48 , 2 , 157158 , 6653 
 799 , 1 , 994517 , 7453 
 875 , 8 , 466075 , 7453 
 591 , 5 , 426059 , 7453 
 968 , 1 , 302581 , 4753 
 584 , 3 , 55265 , 7453 
 993 , 2 , 309314 , 10953 
 717 , 5 , 83722 , 5653 
 297 , 3 , 112161 , 4753 
 651 , 2 , 79757 , 7453 
 709 , 8 , 60112 , 5653 
 835 , 4 , 319561 , 4753 
 587 , 8 , 135919 , 7453 
 619 , 1 , 997290 , 7453 
 320 , 6 , 303410 , 7453 
 828 , 4 , 410200 , 7453 
 308 , 2 , 276340 , 7453 
 31 , 8 , 199100 , 7453 
 695 , 4 , 419972 , 5653 
 860 , 3 , 239722 , 5653 
 28 , 8 , 328801 , 4753 
 800 , 8 , 164242 , 5653 
 345 , 1 , 288656 , 7453 
 198 , 2 , 229455 , 7453 
 746 , 6 , 388745 , 7453 
 505 , 5 , 132032 , 5653 
 286 , 2 , 176308 , 6653 
 457 , 4 , 247202 , 5653 
 974 , 1 , 465605 , 7453 
 996 , 5 , 171391 , 4753 
 801 , 1 , 151498 , 6653 
 569 , 7 , 146634 , 10953 
 661 , 6 , 212219 , 7453 
 905 , 4 , 283848 , 6653 
 780 , 4 , 114520 , 7453 
 707 , 1 , 493837 , 7453 
 736 , 4 , 442099 , 7453 
 624 , 7 , 443649 , 7453 
 362 , 6 , 299454 , 10953 
 637 , 5 , 234475 , 7453 
 843 , 1 , 91079 , 7453 
 657 , 4 , 260046 , 7453 
 782 , 7 , 486701 , 4753 
 101 , 6 , 98285 , 7453 
 885 , 8 , 253239 , 7453 
 905 , 3 , 350445 , 7453 
 2 , 3 , 171047 , 7453 
 677 , 6 , 118530 , 7453 
 900 , 8 , 455639 , 7453 
 453 , 8 , 442624 , 10953 
 668 , 1 , 464138 , 6653 
 112 , 5 , 302955 , 7453 
 877 , 8 , 370249 , 7453 
 507 , 6 , 445692 , 5653 
 786 , 4 , 102631 , 4753 
 265 , 3 , 492917 , 7453 
 364 , 8 , 100261 , 4753 
 647 , 7 , 286180 , 7453 
 939 , 8 , 87313 , 9953 
 752 , 5 , 220548 , 6653 
 463 , 2 , 374558 , 6653 
 268 , 7 , 112111 , 4753 
 531 , 4 , 118118 , 6653 
 962 , 7 , 440771 , 4753 
 883 , 2 , 428259 , 7453 
 107 , 1 , 413479 , 7453 
 607 , 6 , 157341 , 4753 
 503 , 5 , 352071 , 4753 
 245 , 5 , 268370 , 7453 
 519 , 6 , 309574 , 10953 
 616 , 8 , 468167 , 7453 
 472 , 3 , 992692 , 5653 
 966 , 3 , 465646 , 7453 
 423 , 7 , 235496 , 7453 
 823 , 2 , 198643 , 9953 
 580 , 5 , 118754 , 10953 
 802 , 2 , 177541 , 4753 
 706 , 4 , 240370 , 7453 
 260 , 3 , 476656 , 7453 
 785 , 4 , 88256 , 7453 
 10 , 2 , 460986 , 7453 
 562 , 5 , 107777 , 7453 
 959 , 5 , 291563 , 9953 
 400 , 2 , 72980 , 7453 
 520 , 4 , 207254 , 10953 
 625 , 5 , 348543 , 9953 
 826 , 7 , 276385 , 7453 
 145 , 1 , 266527 , 7453 
 879 , 8 , 231216 , 7453 
 593 , 2 , 126003 , 9953 
 78 , 1 , 443576 , 7453 
 915 , 6 , 205852 , 5653 
 938 , 8 , 406995 , 7453 
 395 , 2 , 62906 , 7453 
 182 , 4 , 355517 , 7453 
 855 , 3 , 474568 , 6653 
 917 , 8 , 191928 , 6653 
 24 , 1 , 95930 , 7453 
 412 , 5 , 170026 , 7453 
 617 , 7 , 78760 , 7453 
 944 , 6 , 243148 , 6653 
 555 , 7 , 314576 , 7453 
 990 , 1 , 350161 , 4753 
 506 , 2 , 196065 , 7453 
 447 , 8 , 474457 , 7453 
 512 , 6 , 181445 , 7453 
 757 , 3 , 997310 , 7453 
 500 , 2 , 184752 , 5653 
 872 , 4 , 297049 , 7453 
 680 , 8 , 483878 , 6653 
 727 , 1 , 365375 , 7453 
 322 , 5 , 359451 , 4753 
 716 , 4 , 309524 , 10953 
 985 , 4 , 499058 , 6653 
 440 , 4 , 259562 , 5653 
 788 , 6 , 321181 , 4753 
 873 , 2 , 320548 , 6653 
 642 , 3 , 95137 , 7453 
 655 , 3 , 283516 , 7453 
 916 , 5 , 129715 , 7453 
 782 , 3 , 187093 , 9953 
 845 , 5 , 390814 , 10953 
 376 , 5 , 170854 , 10953 
 32 , 3 , 192366 , 7453 
 711 , 6 , 36578 , 6653 
 876 , 3 , 312314 , 10953 
 252 , 4 , 426358 , 6653 
 382 , 1 , 452739 , 7453 
 456 , 3 , 379979 , 7453 
 842 , 7 , 219675 , 7453 
 934 , 6 , 426827 , 7453 
 982 , 2 , 131611 , 4753 
 116 , 7 , 120344 , 10953 
 467 , 5 , 186455 , 7453 
 179 , 7 , 345108 , 6653 
 177 , 4 , 192010 , 7453 
 412 , 4 , 257616 , 7453 
 192 , 3 , 145498 , 6653 
 383 , 2 , 98524 , 10953 
 996 , 6 , 75808 , 6653 
 912 , 2 , 61299 , 7453 
 930 , 5 , 141632 , 5653 
 173 , 5 , 469479 , 7453 
 990 , 1 , 24778 , 6653 
 609 , 2 , 260629 , 7453 
 229 , 4 , 199684 , 10953 
 830 , 3 , 396329 , 7453 
 566 , 4 , 407277 , 7453 
 742 , 7 , 309945 , 7453 
 663 , 7 , 84996 , 7453 
 696 , 2 , 208420 , 7453 
 636 , 5 , 146791 , 4753 
 280 , 6 , 312414 , 10953 
 845 , 8 , 90311 , 4753 
 24 , 5 , 202667 , 7453 
 690 , 1 , 352994 , 10953 
 5 , 2 , 198121 , 4753 
 145 , 7 , 207795 , 7453 
 725 , 5 , 990066 , 7453 
 684 , 6 , 212142 , 5653 
 166 , 3 , 255088 , 6653 
 967 , 2 , 384572 , 5653 
 282 , 7 , 304774 , 10953 
 927 , 6 , 127374 , 10953 
 526 , 2 , 107051 , 4753 
 17 , 7 , 283763 , 9953 
 861 , 6 , 245547 , 7453 
 563 , 8 , 172628 , 6653 
 57 , 6 , 203950 , 7453 
 22 , 8 , 117552 , 5653 
 394 , 2 , 113564 , 10953 
 813 , 8 , 225049 , 7453 
 93 , 2 , 496614 , 10953 
 151 , 5 , 257707 , 7453 
 975 , 3 , 118482 , 5653 
 938 , 6 , 95460 , 7453 
 630 , 8 , 421996 , 7453 
 690 , 5 , 423516 , 7453 
 457 , 1 , 431738 , 6653 
 951 , 2 , 282314 , 10953 
 341 , 1 , 415986 , 7453 
 71 , 1 , 69080 , 7453 
 104 , 3 , 199394 , 10953 
 834 , 4 , 345643 , 9953 
 883 , 6 , 61254 , 10953 
 562 , 1 , 990035 , 7453 
 45 , 5 , 319198 , 6653 
 525 , 8 , 80032 , 5653 
 9 , 1 , 484229 , 7453 
 109 , 6 , 492775 , 7453 
 965 , 2 , 493845 , 7453 
 765 , 5 , 99821 , 4753 
 502 , 7 , 315432 , 5653 
 498 , 5 , 386382 , 5653 
 860 , 4 , 320720 , 7453 
 518 , 1 , 176662 , 5653 
 824 , 6 , 996859 , 7453 
 49 , 8 , 392104 , 10953 
 853 , 7 , 190288 , 6653 
 750 , 3 , 476866 , 7453 
 153 , 7 , 344138 , 6653 
 963 , 3 , 273700 , 7453 
 985 , 6 , 259927 , 7453 
 575 , 7 , 235792 , 5653 
 718 , 5 , 470772 , 5653 
 699 , 3 , 445971 , 4753 
 650 , 4 , 150177 , 7453 
 386 , 1 , 104706 , 7453 
 949 , 5 , 471830 , 7453 
 859 , 7 , 157206 , 7453 
 76 , 1 , 430998 , 6653 
 721 , 5 , 274606 , 7453 
 43 , 6 , 276057 , 7453 
 629 , 4 , 97752 , 5653 
 54 , 6 , 296156 , 7453 
 536 , 2 , 236007 , 7453 
 399 , 8 , 235177 , 7453 
 577 , 4 , 459131 , 4753 
 858 , 8 , 116120 , 7453 
 941 , 1 , 277016 , 7453 
 870 , 3 , 464566 , 7453 
 756 , 7 , 259514 , 10953 
 58 , 8 , 188400 , 7453 
 406 , 1 , 211175 , 7453 
 869 , 7 , 123663 , 9953 
 482 , 5 , 63743 , 9953 
 98 , 1 , 409617 , 7453 
 866 , 5 , 160231 , 4753 
 857 , 2 , 436988 , 6653 
 743 , 3 , 441821 , 4753 
 63 , 8 , 258602 , 5653 
 674 , 8 , 79232 , 5653 
 220 , 7 , 283227 , 7453 
 106 , 7 , 454872 , 5653 
 924 , 4 , 438176 , 7453 
 905 , 6 , 192286 , 7453 
 256 , 3 , 315754 , 10953 
 17 , 4 , 463602 , 5653 
 529 , 7 , 374871 , 4753 
 185 , 4 , 77883 , 9953 
 922 , 6 , 229858 , 6653 
 872 , 4 , 264491 , 4753 
 604 , 4 , 108203 , 9953 
 359 , 2 , 377022 , 5653 
 360 , 5 , 111776 , 7453 
 99 , 5 , 269283 , 9953 
 979 , 8 , 323764 , 10953 
 490 , 3 , 267680 , 7453 
 545 , 7 , 140225 , 7453 
 7 , 2 , 134713 , 9953 
 395 , 1 , 441485 , 7453 
 302 , 3 , 377729 , 7453 
 765 , 8 , 325984 , 10953 
 675 , 6 , 413272 , 5653 
 548 , 1 , 62300 , 7453 
 122 , 8 , 134623 , 9953 
 606 , 4 , 135300 , 7453 
 951 , 6 , 92151 , 4753 
 139 , 8 , 162128 , 6653 
 713 , 1 , 457029 , 7453 
 353 , 2 , 123754 , 10953 
 715 , 7 , 445946 , 7453 
 206 , 8 , 167719 , 7453 
 47 , 2 , 80009 , 7453 
 309 , 8 , 398605 , 7453 
 191 , 1 , 401766 , 7453 
 385 , 7 , 491379 , 7453 
 78 , 8 , 321186 , 7453 
 78 , 1 , 159576 , 7453 
 827 , 8 , 153870 , 7453 
 67 , 8 , 420253 , 9953 
 42 , 4 , 271575 , 7453 
 684 , 5 , 134260 , 7453 
 72 , 5 , 88236 , 7453 
 27 , 4 , 97158 , 6653 
 957 , 8 , 250074 , 10953 
 147 , 4 , 201311 , 4753 
 880 , 7 , 311378 , 6653 
 560 , 4 , 149398 , 6653 
 471 , 3 , 354381 , 4753 
 745 , 6 , 239980 , 7453 
 881 , 6 , 191937 , 7453 
 809 , 7 , 70006 , 7453 
 684 , 8 , 352274 , 10953 
 295 , 3 , 50995 , 7453 
 887 , 5 , 380874 , 10953 
 359 , 1 , 253249 , 7453 
 956 , 1 , 369956 , 7453 
 157 , 6 , 442572 , 5653 
 348 , 4 , 353553 , 9953 
 640 , 3 , 106986 , 7453 
 819 , 5 , 273603 , 9953 
 719 , 4 , 351473 , 9953 
 747 , 7 , 417843 , 9953 
 478 , 3 , 454130 , 7453 
 737 , 7 , 239912 , 5653 
 585 , 4 , 146771 , 4753 
 791 , 2 , 78194 , 10953 
 36 , 2 , 478418 , 6653 
 818 , 4 , 210011 , 4753 
 237 , 6 , 277904 , 10953 
 155 , 8 , 52578 , 6653 
 654 , 3 , 158103 , 9953 
 650 , 8 , 486355 , 7453 
 414 , 3 , 214460 , 7453 
 871 , 5 , 219909 , 7453 
 349 , 7 , 293468 , 6653 
 882 , 4 , 287747 , 7453 
 560 , 3 , 366114 , 10953 
 523 , 2 , 312226 , 7453 
 132 , 5 , 499313 , 9953 
 325 , 5 , 323923 , 9953 
 217 , 3 , 442753 , 9953 
 885 , 6 , 307748 , 6653 
 836 , 3 , 267049 , 7453 
 165 , 4 , 431817 , 7453 
 981 , 1 , 469940 , 7453 
 245 , 1 , 315445 , 7453 
 113 , 8 , 79673 , 9953 
 777 , 4 , 67731 , 4753 
 747 , 1 , 198516 , 7453 
 532 , 6 , 171423 , 9953 
 995 , 2 , 378614 , 10953 
 445 , 6 , 306024 , 10953 
 75 , 6 , 96884 , 10953 
 125 , 4 , 196650 , 7453 
 186 , 1 , 420103 , 9953 
 558 , 6 , 216417 , 7453 
 486 , 3 , 134107 , 7453 
 176 , 5 , 357247 , 7453 
 779 , 4 , 159903 , 9953 
 287 , 2 , 173117 , 7453 
 931 , 6 , 992960 , 7453 
 579 , 8 , 439388 , 6653 
 561 , 5 , 126477 , 7453 
 172 , 6 , 237401 , 4753 
 573 , 4 , 83459 , 7453 
 935 , 8 , 83651 , 4753 
 806 , 6 , 187814 , 10953 
 103 , 6 , 990426 , 7453 
 875 , 6 , 137405 , 7453 
 102 , 5 , 465502 , 5653 
 94 , 7 , 53841 , 4753 
 363 , 5 , 180346 , 7453 
 346 , 7 , 420240 , 7453 
 605 , 6 , 283064 , 10953 
 807 , 3 , 990851 , 4753 
 903 , 7 , 93725 , 7453 
 950 , 5 , 200793 , 9953 
 841 , 7 , 72312 , 5653 
 483 , 7 , 269972 , 5653 
 986 , 3 , 991327 , 7453 
 31 , 2 , 498521 , 4753 
 690 , 6 , 460687 , 7453 
 317 , 3 , 61495 , 7453 
 34 , 1 , 156481 , 4753 
 264 , 7 , 173964 , 10953 
 209 , 6 , 352080 , 7453 
 468 , 2 , 439471 , 4753 
 783 , 8 , 67809 , 7453 
 929 , 5 , 299807 , 7453 
 907 , 2 , 127050 , 7453 
 820 , 1 , 203640 , 7453 
 995 , 6 , 58867 , 7453 
 321 , 6 , 204523 , 9953 
 798 , 3 , 310196 , 7453 
 811 , 8 , 490963 , 9953 
 910 , 3 , 59965 , 7453 
 705 , 2 , 231270 , 7453 
 855 , 5 , 79647 , 7453 
 194 , 1 , 397983 , 9953 
 344 , 2 , 436288 , 6653 
 787 , 4 , 177630 , 7453 
 864 , 2 , 249247 , 7453 
 126 , 6 , 430327 , 7453 
 717 , 4 , 299014 , 10953 
 215 , 8 , 167581 , 4753 
 942 , 6 , 248268 , 6653 
 139 , 7 , 385784 , 10953 
 912 , 8 , 313820 , 7453 
 211 , 1 , 365800 , 7453 
 822 , 2 , 376377 , 7453 
 931 , 1 , 65624 , 10953 
 185 , 4 , 111794 , 10953 
 75 , 6 , 137274 , 10953 
 843 , 1 , 321976 , 7453 
 109 , 8 , 174596 , 7453 
 49 , 8 , 372274 , 10953 
 653 , 6 , 427452 , 5653 
 702 , 5 , 46786 , 7453 
 192 , 8 , 113437 , 7453 
 644 , 6 , 231754 , 10953 
 613 , 6 , 144180 , 7453 
 254 , 6 , 170005 , 7453 
 101 , 1 , 80619 , 7453 
 13 , 5 , 60354 , 10953 
 219 , 4 , 311862 , 5653 
 936 , 1 , 494975 , 7453 
 59 , 8 , 471423 , 9953 
 274 , 4 , 160044 , 10953 
 929 , 6 , 292101 , 4753 
 72 , 1 , 327485 , 7453 
 116 , 5 , 362455 , 7453 
 79 , 1 , 171146 , 7453 
 292 , 7 , 174990 , 7453 
 436 , 6 , 993684 , 10953 
 901 , 8 , 203696 , 7453 
 150 , 1 , 299274 , 10953 
 146 , 8 , 80359 , 7453 
 100 , 7 , 328481 , 4753 
 744 , 1 , 484500 , 7453 
 41 , 2 , 425696 , 7453 
 295 , 7 , 466296 , 7453 
 272 , 2 , 175650 , 7453 
 39 , 7 , 202010 , 7453 
 245 , 3 , 423431 , 4753 
 835 , 1 , 111426 , 7453 
 729 , 6 , 141846 , 7453 
 640 , 1 , 421593 , 9953 
 487 , 5 , 386947 , 7453 
 476 , 4 , 185600 , 7453 
 534 , 1 , 168688 , 6653 
 260 , 6 , 125473 , 9953 
 229 , 6 , 261275 , 7453 
 383 , 5 , 466210 , 7453 
 580 , 3 , 216229 , 7453 
 928 , 4 , 342108 , 6653 
 80 , 6 , 57625 , 7453 
 799 , 1 , 218628 , 6653 
 300 , 2 , 419973 , 9953 
 554 , 8 , 421153 , 9953 
 484 , 7 , 172607 , 7453 
 275 , 6 , 276845 , 7453 
 187 , 4 , 275740 , 7453 
 243 , 2 , 71719 , 7453 
 492 , 1 , 88314 , 10953 
 246 , 5 , 63921 , 4753 
 919 , 1 , 394478 , 6653 
 195 , 5 , 437465 , 7453 
 83 , 1 , 303590 , 7453 
 814 , 2 , 168280 , 7453 
 153 , 8 , 375323 , 9953 
 486 , 8 , 341914 , 10953 
 78 , 7 , 149411 , 4753 
 501 , 4 , 481097 , 7453 
 262 , 7 , 187742 , 5653 
 454 , 7 , 265458 , 6653 
 775 , 4 , 468530 , 7453 
 403 , 8 , 467995 , 7453 
 25 , 7 , 157188 , 6653 
 953 , 4 , 444528 , 6653 
 98 , 7 , 220016 , 7453 
 86 , 1 , 129981 , 4753 
 242 , 3 , 134476 , 7453 
 731 , 1 , 474445 , 7453 
 231 , 6 , 173412 , 5653 
 5 , 4 , 252012 , 5653 
 992 , 8 , 151180 , 7453 
 248 , 4 , 204936 , 7453 
 972 , 5 , 458101 , 4753 
 549 , 2 , 491577 , 7453 
 547 , 2 , 196070 , 7453 
 656 , 8 , 130645 , 7453 
 405 , 7 , 160387 , 7453 
 788 , 8 , 407329 , 7453 
 980 , 2 , 366293 , 9953 
 314 , 4 , 198850 , 7453 
 465 , 4 , 240556 , 7453 
 348 , 8 , 153931 , 4753 
 711 , 6 , 163695 , 7453 
 284 , 6 , 409509 , 7453 
 980 , 8 , 216949 , 7453 
 63 , 2 , 204381 , 4753 
 275 , 8 , 168002 , 5653 
 911 , 3 , 268666 , 7453 
 453 , 4 , 310278 , 6653 
 932 , 1 , 326775 , 7453 
 732 , 8 , 476062 , 5653 
 998 , 2 , 280179 , 7453 
 126 , 6 , 328468 , 6653 
 512 , 4 , 450772 , 5653 
 177 , 1 , 373578 , 6653 
 850 , 6 , 45630 , 7453 
 546 , 3 , 111439 , 7453 
 960 , 6 , 471045 , 7453 
 745 , 2 , 251136 , 7453 
 996 , 7 , 99225 , 7453 
 374 , 3 , 192369 , 7453 
 968 , 4 , 301296 , 7453 
 973 , 5 , 398307 , 7453 
 131 , 6 , 996303 , 9953 
 393 , 6 , 412741 , 4753 
 236 , 6 , 239542 , 5653 
 377 , 1 , 479364 , 10953 
 80 , 7 , 312013 , 9953 
 160 , 8 , 472211 , 4753 
 301 , 1 , 294677 , 7453 
 822 , 1 , 231527 , 7453 
 250 , 8 , 242083 , 9953 
 249 , 2 , 164803 , 9953 
 902 , 4 , 488452 , 5653 
 976 , 4 , 109902 , 5653 
 635 , 4 , 364599 , 7453 
 29 , 2 , 354299 , 7453 
 926 , 1 , 247679 , 7453 
 239 , 5 , 281979 , 7453 
 642 , 6 , 65634 , 10953 
 196 , 1 , 455379 , 7453 
 299 , 8 , 365810 , 7453 
 15 , 6 , 214166 , 7453 
 466 , 5 , 346638 , 6653 
 953 , 4 , 275950 , 7453 
 945 , 7 , 371002 , 5653 
 171 , 6 , 376469 , 7453 
 1 , 1 , 57329 , 7453 
 679 , 2 , 16778 , 6653 
 371 , 4 , 156439 , 7453 
 878 , 5 , 69206 , 7453 
 302 , 2 , 145342 , 5653 
 255 , 6 , 206192 , 5653 
 932 , 4 , 317067 , 7453 
