 PersonId , StockId , Quantity 
 400 , 46 , 426 
 520 , 127 , 1526 
 625 , 151 , 7136 
 826 , 234 , 4452 
 145 , 28 , 8110 
 879 , 257 , 4918 
 593 , 66 , 5546 
 78 , 14 , 7184 
 915 , 201 , 9495 
 938 , 258 , 2274 
 395 , 52 , 3320 
 182 , 133 , 9257 
 855 , 101 , 7329 
 917 , 255 , 3735 
 24 , 2 , 4259 
 412 , 153 , 7440 
 617 , 224 , 4908 
 944 , 183 , 981 
 555 , 229 , 5835 
 990 , 33 , 9240 
 506 , 56 , 5932 
 447 , 273 , 7868 
 512 , 205 , 3032 
 757 , 83 , 8286 
 500 , 57 , 6554 
 872 , 135 , 9254 
 680 , 254 , 506 
 727 , 13 , 2750 
 322 , 161 , 5934 
 716 , 127 , 8799 
 985 , 133 , 5609 
 440 , 107 , 1781 
 788 , 179 , 7725 
 873 , 63 , 1830 
 642 , 95 , 674 
 655 , 89 , 1945 
 916 , 174 , 1754 
 782 , 77 , 8287 
 889 , 163 , 2531 
 376 , 171 , 7436 
 32 , 86 , 7473 
 711 , 180 , 7181 
 876 , 79 , 3995 
 252 , 131 , 2842 
 382 , 21 , 4233 
 896 , 93 , 7443 
 842 , 230 , 6795 
 934 , 194 , 4330 
 982 , 61 , 8246 
 116 , 243 , 4877 
 467 , 147 , 6880 
 179 , 216 , 3886 
 177 , 107 , 4798 
 412 , 117 , 4985 
 192 , 96 , 7437 
 383 , 57 , 2559 
 996 , 205 , 8494 
 912 , 69 , 8851 
 930 , 177 , 7899 
 173 , 177 , 8857 
 330 , 3 , 4412 
 609 , 53 , 2795 
 229 , 136 , 1249 
 830 , 74 , 696 
 566 , 126 , 6665 
 742 , 228 , 1539 
 663 , 238 , 1532 
 696 , 39 , 5499 
 636 , 160 , 3060 
 280 , 197 , 2314 
 889 , 263 , 5686 
 24 , 147 , 6622 
 690 , 20 , 8451 
 5 , 59 , 8399 
 145 , 230 , 1766 
 725 , 159 , 8752 
 684 , 194 , 3872 
 166 , 74 , 190 
 967 , 62 , 4052 
 282 , 248 , 9111 
 927 , 188 , 2458 
 526 , 61 , 6176 
 17 , 236 , 4504 
 861 , 201 , 1057 
 563 , 264 , 1918 
 57 , 201 , 1723 
 22 , 283 , 6983 
 394 , 62 , 2739 
 813 , 250 , 4394 
 93 , 38 , 8116 
 151 , 167 , 3451 
 975 , 105 , 2903 
 938 , 184 , 388 
 630 , 270 , 3674 
 690 , 168 , 3024 
 897 , 33 , 4677 
 951 , 44 , 5931 
 341 , 6 , 3299 
 71 , 6 , 6177 
 104 , 76 , 2693 
 834 , 138 , 5911 
 883 , 192 , 1296 
 562 , 34 , 1270 
 45 , 147 , 5932 
 525 , 264 , 9192 
 9 , 1 , 258 
 109 , 196 , 5435 
 965 , 49 , 6399 
 765 , 171 , 3219 
 502 , 220 , 8685 
 498 , 146 , 8687 
 860 , 131 , 8304 
 518 , 7 , 4799 
 824 , 212 , 8788 
 49 , 272 , 6398 
 853 , 226 , 8236 
 750 , 101 , 8292 
 153 , 219 , 192 
 963 , 93 , 8778 
 985 , 208 , 4942 
 575 , 229 , 4557 
 718 , 177 , 8793 
 633 , 72 , 1104 
 650 , 123 , 4945 
 386 , 30 , 8863 
 949 , 158 , 2782 
 859 , 247 ,  
 76 , 34 , 6233 
 721 , 174 , 4776 
 43 , 197 , 5375 
 629 , 116 , 7090 
 54 , 188 , 2820 
 536 , 69 , 573 
 399 , 270 , 4014 
 577 , 111 , 1358 
 858 , 280 , 3200 
 941 , 28 , 1162 
 870 , 89 , 4906 
 756 , 220 , 8573 
 58 , 264 , 1866 
 406 , 6 , 1660 
 869 , 235 , 6288 
 482 , 175 , 584 
 98 , 30 , 9521 
 866 , 175 , 5709 
 857 , 36 , 9430 
 743 , 99 , 5148 
 63 , 255 ,  
 674 , 282 , 8105 
 220 , 225 , 1600 
 106 , 216 , 7277 
 924 , 108 , 4789 
 905 , 196 , 6386 
 256 , 82 , 5739 
 17 , 131 , 4522 
 529 , 245 , 1234 
 185 , 121 , 8137 
 922 , 194 , 7119 
 872 , 117 , 191 
 604 , 107 , 6325 
 359 , 37 , 7070 
 360 , 163 , 6409 
 99 , 158 , 4025 
 979 , 257 , 658 
 490 , 105 , 1024 
 545 , 242 , 6129 
 7 , 63 , 5865 
 395 , 21 , 8114 
 302 , 102 , 4290 
 765 , 275 , 3440 
 675 , 199 , 5588 
 548 , 12 , 5236 
 122 , 282 , 3329 
 606 , 113 , 9719 
 951 , 203 , 8326 
 139 , 277 , 7117 
 713 , 2 , 8654 
 353 , 42 , 3973 
 715 , 231 , 9272 
 206 , 278 , 5396 
 47 , 59 , 5516 
 309 , 276 , 3715 
 191 , 35 , 4677 
 385 , 233 , 4633 
 78 , 264 , 7500 
 78 , 8 , 586 
 827 , 275 , 704 
 67 , 270 , 7082 
 42 , 139 , 6051 
 684 , 150 , 2779 
 72 , 160 , 3222 
 27 , 117 , 6081 
 957 , 256 , 970 
 147 , 113 , 8581 
 880 , 227 , 1502 
 560 , 126 , 5457 
 471 , 78 , 7636 
 789 , 202 , 5630 
 881 , 209 , 9560 
 809 , 217 , 3392 
 684 , 256 , 9845 
 295 , 79 , 1315 
 887 , 153 , 857 
 359 , 7 , 4665 
 956 , 27 , 6013 
 157 , 205 , 2041 
 348 , 110 , 1459 
 640 , 84 , 6667 
 819 , 162 , 7413 
 719 , 138 , 7405 
 747 , 243 , 2580 
 478 , 79 , 4164 
 737 , 247 , 7848 
 585 , 123 , 4796 
 791 , 49 , 809 
 36 , 45 , 3354 
 818 , 129 , 1732 
 237 , 209 , 9393 
 155 , 276 , 3159 
 654 , 97 , 437 
 650 , 250 , 5425 
 414 , 76 , 8784 
 871 , 165 , 2062 
 349 , 236 , 1511 
 882 , 116 , 218 
 560 , 82 , 9507 
 523 , 40 , 4265 
 132 , 169 , 4748 
 325 , 170 , 8216 
 217 , 77 , 2869 
 885 , 200 , 9482 
 836 , 84 , 3024 
 165 , 117 , 4413 
 981 , 14 , 5880 
 245 , 22 , 5551 
 113 , 264 , 4200 
 777 , 123 , 2857 
 747 , 28 , 11 
 532 , 206 , 8621 
 995 , 60 , 5458 
 445 , 182 , 9127 
 75 , 192 , 4037 
 125 , 108 , 9669 
 186 , 2 , 8647 
 558 , 191 , 198 
 486 , 81 , 9058 
 176 , 153 , 8234 
 779 , 133 , 6174 
 287 , 65 , 7772 
 931 , 183 , 8149 
 579 , 281 , 3725 
 561 , 153 , 8244 
 172 , 209 , 2470 
 573 , 112 , 9123 
 935 , 251 , 7967 
 806 , 181 , 1060 
 103 , 197 , 9254 
 875 , 201 , 9347 
 102 , 174 , 4447 
 94 , 229 , 6506 
 363 , 166 , 7776 
 346 , 224 , 6712 
 605 , 197 , 8451 
 807 , 86 , 4544 
 903 , 222 , 7923 
 950 , 159 , 9556 
 841 , 245 , 9752 
 483 , 234 , 1967 
 986 , 101 , 9246 
 31 , 69 , 6610 
 690 , 205 , 497 
 317 , 101 , 1720 
 34 , 3 , 771 
 264 , 216 , 7701 
 209 , 199 , 1311 
 468 , 58 , 1388 
 783 , 251 , 9115 
 929 , 164 , 3416 
 907 , 46 , 1312 
 820 , 36 , 1160 
 335 , 213 , 1273 
 321 , 190 , 8092 
 798 , 105 , 6977 
 811 , 271 , 67 
 910 , 80 , 9145 
 705 , 47 , 1238 
 855 , 159 , 554 
 194 , 5 , 5290 
 344 , 46 , 7914 
 787 , 125 , 4491 
 864 , 67 , 4947 
 126 , 206 , 3511 
 717 , 137 , 5565 
 215 , 260 , 2114 
 942 , 178 , 7682 
 139 , 242 , 2415 
 912 , 278 , 5586 
 211 , 23 , 5125 
 822 , 64 , 723 
 931 , 32 , 642 
 185 , 119 , 9307 
 75 , 203 , 6266 
 843 , 32 , 6929 
 109 , 280 , 1161 
 49 , 261 , 7651 
 653 , 180 , 2004 
 702 , 150 , 7472 
 192 , 276 , 4770 
 644 , 197 , 7811 
 613 , 193 , 6579 
 254 , 213 , 1945 
 101 , 33 , 5837 
 13 , 155 , 8034 
 219 , 139 , 3286 
 936 , 17 , 5233 
 59 , 259 , 9685 
 274 , 119 , 9735 
 929 , 210 , 8383 
 72 , 6 , 5399 
 116 , 175 , 6684 
 79 , 1 , 9002 
 292 , 241 , 4461 
 436 , 188 , 4054 
 901 , 260 , 4754 
 150 , 2 , 1663 
 146 , 282 , 6987 
 100 , 247 , 6155 
 744 , 27 , 8658 
 41 , 39 , 18 
 295 , 241 , 8897 
 272 , 63 , 5802 
 39 , 228 , 3990 
 245 , 101 , 2692 
 835 , 14 , 669 
 729 , 200 , 1854 
 640 , 10 , 5008 
 487 , 158 , 1162 
 476 , 109 , 5815 
 534 , 10 , 2416 
 260 , 183 , 7140 
 229 , 181 , 3767 
 383 , 166 , 5785 
 580 , 92 , 7480 
 928 , 137 , 1335 
 80 , 196 , 2545 
 733 , 34 , 9110 
 300 , 51 , 5477 
 554 , 282 , 2278 
 484 , 244 , 6882 
 275 , 203 , 7998 
 187 , 123 , 2680 
 243 , 69 , 7204 
 492 , 18 , 9726 
 246 , 172 , 4039 
 919 , 32 , 1640 
 195 , 162 , 4845 
 83 , 15 , 2211 
 814 , 56 , 2174 
 153 , 278 , 9498 
 486 , 263 , 664 
 933 , 217 , 5849 
 501 , 124 , 8814 
 262 , 238 , 4751 
 454 , 239 , 8915 
 775 , 130 , 776 
 403 , 268 , 7956 
 25 , 216 , 3144 
 953 , 142 , 7364 
 98 , 223 , 1432 
 86 , 7 , 224 
 242 , 101 , 8523 
 731 , 11 , 3919 
 231 , 201 , 5966 
 5 , 107 , 8259 
 332 , 278 , 2917 
 248 , 118 , 3217 
 972 , 149 , 6982 
 549 , 52 , 2719 
 547 , 64 , 2209 
 656 , 252 , 2553 
 405 , 231 , 1510 
 788 , 249 , 3877 
 980 , 66 , 1775 
 314 , 120 , 2021 
 465 , 118 , 6216 
 348 , 278 , 8599 
 711 , 211 , 4264 
 284 , 213 , 8654 
 980 , 266 , 9029 
 63 , 38 , 7009 
 275 , 279 , 2796 
 911 , 103 , 8989 
 893 , 115 , 6317 
 932 , 31 , 1752 
 732 , 250 , 1291 
 998 , 57 , 4954 
 126 , 212 , 1033 
 512 , 136 , 8566 
 177 , 7 , 558 
 850 , 212 , 4589 
 546 , 102 , 5965 
 960 , 193 , 8113 
 789 , 59 , 846 
 336 , 238 , 6657 
 374 , 102 , 9476 
 968 , 113 , 8761 
 973 , 152 , 1237 
 131 , 194 , 1466 
 393 , 177 , 1122 
 236 , 197 , 8424 
 377 , 14 , 7864 
 80 , 247 , 9492 
 160 , 275 , 9965 
 301 , 27 , 6945 
 822 , 32 , 9155 
 250 , 251 , 1972 
 249 , 58 , 7038 
 902 , 119 , 2730 
 976 , 122 , 2698 
 635 , 136 , 2178 
 29 , 57 , 3691 
 926 , 4 , 4491 
 239 , 159 , 8336 
 642 , 185 , 4423 
 196 , 12 , 7429 
 299 , 282 , 9534 
 15 , 180 , 7602 
 466 , 170 , 4214 
 953 , 141 , 6968 
 945 , 221 , 7964 
 171 , 189 , 2184 
 1 , 13 , 8417 
 679 , 45 , 2161 
 371 , 136 , 7621 
 878 , 150 , 6588 
 302 , 39 , 3398 
 255 , 190 , 3031 
 932 , 112 , 5119 
 839 , 18 , 2546 
 134 , 6 , 7456 
 202 , 127 , 7361 
 18 , 17 , 2797 
 253 , 36 , 7531 
 158 , 69 , 605 
 847 , 25 , 9146 
 993 , 33 , 3305 
 373 , 111 , 9024 
 514 , 88 , 9373 
 336 , 283 , 2598 
 908 , 282 , 9320 
 943 , 283 , 7916 
 546 , 94 , 8304 
 330 , 15 , 5867 
 659 , 155 , 8380 
 286 , 155 , 898 
 697 , 99 , 1474 
 658 , 35 , 9778 
 736 , 158 , 6423 
 622 , 227 , 9229 
 230 , 103 , 9942 
 247 , 216 , 1158 
 836 , 265 , 7023 
 491 , 54 , 4499 
 527 , 240 , 3159 
 32 , 9 , 6240 
 266 , 1 , 9448 
 636 , 202 , 7330 
 245 , 139 , 2344 
 164 , 160 , 356 
 618 , 276 , 5757 
 228 , 62 , 8942 
 241 , 230 , 1919 
 90 , 101 , 183 
 104 , 116 , 5242 
 686 , 10 , 4817 
 670 , 40 , 893 
 389 , 251 , 6960 
 416 , 91 , 7730 
 382 , 160 , 5278 
 333 , 262 , 4124 
 327 , 172 , 510 
 334 , 92 , 8230 
 13 , 171 , 1616 
 487 , 142 , 7649 
 123 , 222 , 47 
 28 , 96 , 3881 
 321 , 282 , 2549 
 514 , 174 , 3781 
 158 , 264 , 6722 
 425 , 52 , 5114 
 683 , 5 , 3621 
 419 , 33 , 6608 
 455 , 168 , 5891 
 248 , 199 , 2605 
 886 , 73 , 6298 
 455 , 145 , 338 
 737 , 246 , 8299 
 16 , 79 , 4372 
 55 , 61 , 4366 
 65 , 25 , 9698 
 202 , 114 , 5975 
 70 , 255 , 6679 
 87 , 212 , 9017 
 343 , 7 , 6841 
 597 , 221 , 377 
 668 , 53 , 5997 
 331 , 276 , 8120 
 223 , 183 , 624 
 508 , 146 , 3563 
 291 , 116 , 4 
 661 , 131 , 4514 
 874 , 228 , 2047 
 787 , 281 , 1145 
 53 , 248 , 5105 
 948 , 215 , 9431 
 753 , 125 , 2929 
 8 , 95 , 5407 
 318 , 196 , 6851 
 39 , 18 , 3111 
 491 , 196 , 2358 
 609 , 3 , 6899 
 978 , 28 , 3549 
 608 , 159 , 5623 
 333 , 108 , 5242 
 160 , 272 , 2136 
 844 , 30 , 2333 
 61 , 62 , 6029 
 194 , 185 , 7579 
 718 , 43 , 8945 
 343 , 148 , 4479 
 11 , 77 , 2595 
 324 , 173 , 2588 
 692 , 30 , 3363 
 393 , 136 , 5580 
 524 , 149 , 8149 
 777 , 200 , 3831 
 135 , 163 , 9213 
 966 , 165 , 4775 
 179 , 205 , 7271 
 201 , 170 , 4051 
 739 , 103 , 5761 
 784 , 100 , 1924 
 425 , 29 , 218 
 350 , 149 , 6717 
 30 , 205 , 599 
 365 , 60 , 1573 
 156 , 35 , 5463 
 208 , 204 , 785 
 301 , 268 , 3174 
 227 , 232 , 3368 
 509 , 51 , 4931 
 524 , 51 , 1448 
 952 , 62 , 1260 
 508 , 149 , 2007 
 921 , 23 , 2799 
 470 , 86 , 2425 
 772 , 97 , 1056 
 256 , 105 , 3774 
 492 , 18 , 4705 
 304 , 192 , 8044 
 793 , 274 , 9968 
 455 , 92 , 540 
 799 , 140 , 1679 
 486 , 281 , 9084 
 565 , 39 , 7410 
 269 , 242 , 1926 
 891 , 198 , 8684 
 565 , 146 , 5565 
 515 , 100 , 6956 
 426 , 15 , 5599 
 240 , 245 , 3716 
 426 , 213 , 632 
 378 , 275 , 9580 
 431 , 132 , 9061 
 721 , 93 , 6598 
 340 , 187 , 4974 
 422 , 283 , 3330 
 312 , 10 , 8906 
 76 , 186 , 4643 
 476 , 212 , 562 
 77 , 278 , 6871 
 341 , 142 , 5243 
 346 , 201 , 4404 
 455 , 95 , 5577 
 193 , 97 , 9549 
 556 , 27 , 1147 
 411 , 111 , 1328 
 406 , 165 , 1356 
 42 , 114 , 2780 
 605 , 63 , 5724 
 14 , 103 , 2774 
 390 , 58 , 5438 
 265 , 147 , 69 
 405 , 14 , 9227 
 534 , 179 , 4083 
 145 , 12 , 5220 
 574 , 243 , 244 
 388 , 31 , 1134 
 831 , 110 , 9308 
 300 , 247 , 8674 
 541 , 146 , 2889 
 505 , 173 , 9898 
 138 , 105 , 3830 
 534 , 253 , 7575 
 104 , 270 , 9652 
 397 , 121 , 4299 
 213 , 60 , 1868 
 602 , 213 , 2199 
 331 , 56 , 5410 
 856 , 120 , 7826 
 616 , 87 , 9096 
 969 , 88 , 2151 
 701 , 202 , 9132 
 111 , 89 , 4143 
 230 , 197 , 1173 
 4 , 133 , 4725 
 232 , 174 , 6137 
 406 , 45 , 6103 
 153 , 184 , 9536 
 567 , 13 , 6263 
 638 , 131 , 597 
 313 , 34 , 7328 
 465 , 33 , 2785 
 484 , 37 , 1232 
 116 , 195 , 2825 
 756 , 187 , 8279 
 867 , 67 , 562 
 921 , 262 , 353 
 255 , 237 , 4977 
 127 , 82 ,  
 432 , 227 , 1377 
 85 , 252 , 4729 
 713 , 183 , 2196 
 829 , 223 , 9599 
 264 , 67 , 5970 
 310 , 106 ,  
 134 , 37 , 7673 
 922 , 231 , 6973 
 216 , 109 , 1413 
 297 , 260 , 6829 
 194 , 250 , 5925 
 214 , 182 , 5250 
 614 , 109 , 9279 
 522 , 277 , 9129 
 289 , 259 , 5947 
 352 , 16 , 4954 
 462 , 140 , 6628 
 625 , 58 , 623 
 951 , 100 , 6307 
 974 , 46 , 5927 
 516 , 121 , 8054 
 540 , 198 , 9359 
 594 , 131 , 9084 
 558 , 97 , 4142 
 206 , 117 , 1599 
 379 , 113 , 3044 
 402 , 141 , 8076 
 263 , 68 , 5562 
 565 , 58 , 7113 
 934 , 83 , 2598 
 436 , 54 , 4750 
 603 , 82 , 1373 
 613 , 260 , 3736 
 953 , 258 , 1514 
 33 , 176 , 7223 
 391 , 119 , 4032 
 10 , 188 , 3097 
 411 , 263 , 6900 
 913 , 23 , 2553 
 786 , 92 , 3162 
 264 , 97 , 6470 
 168 , 227 , 4200 
 450 , 220 , 3312 
 203 , 208 , 9308 
 21 , 47 , 178 
 489 , 232 , 4286 
 93 , 208 , 6984 
 770 , 39 , 1469 
 444 , 62 , 1381 
 113 , 180 , 7831 
 81 , 48 , 4604 
 551 , 10 , 2201 
 329 , 162 , 1971 
 375 , 191 , 4636 
 851 , 244 , 2300 
 516 , 29 , 5618 
 392 , 122 , 2293 
 704 , 87 , 586 
 962 , 106 , 597 
 377 , 238 , 6554 
 355 , 249 , 7895 
 354 , 253 , 2111 
 673 , 173 , 9861 
 217 , 26 , 8815 
 915 , 206 , 2078 
 285 , 169 , 4551 
 518 , 205 , 1513 
 945 , 135 , 7765 
 344 , 102 , 1905 
 530 , 141 , 1914 
 227 , 112 , 1857 
 442 , 160 , 9729 
 876 , 35 , 8070 
 837 , 9 , 3145 
 105 , 233 , 9457 
 382 , 177 , 3853 
 601 , 261 , 6047 
 265 , 206 , 9777 
 525 , 51 , 3964 
 57 , 168 , 7313 
 105 , 188 , 6060 
 142 , 102 , 6606 
 137 , 7 , 4180 
 182 , 162 , 9283 
 520 , 35 , 7994 
 190 , 45 , 2549 
 671 , 203 , 9402 
 241 , 70 , 9100 
 207 , 14 , 9215 
 503 , 148 , 1605 
 767 , 280 , 1739 
 378 , 102 , 2510 
 136 , 158 , 6302 
 325 , 69 , 6000 
 169 , 126 , 5268 
 3 , 127 , 4358 
 634 , 54 , 4339 
 381 , 195 , 4497 
 494 , 3 , 7229 
 941 , 162 , 5627 
 504 , 27 , 2772 
 468 , 73 , 9220 
 83 , 221 , 9564 
 848 , 205 , 9468 
 631 , 68 , 5973 
 607 , 172 , 4875 
 120 , 258 , 4132 
 301 , 154 , 8827 
 49 , 241 , 5179 
 219 , 67 , 8447 
 682 , 51 , 9571 
 590 , 199 , 2517 
 119 , 36 , 6623 
 238 , 222 , 3284 
 659 , 50 , 493 
 77 , 147 , 1288 
 64 , 247 , 7932 
 815 , 11 , 578 
 856 , 275 , 820 
 884 , 161 , 9530 
 257 , 249 , 5149 
 407 , 136 , 2414 
 586 , 122 , 8550 
 513 , 237 , 300 
 864 , 144 , 175 
 721 , 11 , 9348 
 702 , 3 , 3426 
 368 , 250 , 2070 
 315 , 166 , 7877 
 662 , 106 , 5099 
 335 , 124 , 9514 
 713 , 67 , 1550 
 883 , 204 , 2547 
 666 , 173 , 8338 
 544 , 141 , 4540 
 970 , 115 , 6841 
 196 , 165 , 7043 
 237 , 86 , 4713 
 244 , 95 , 3309 
 781 , 146 , 3119 
 814 , 70 , 8417 
 718 , 50 , 574 
 664 , 112 , 3920 
 445 , 230 , 768 
 627 , 97 , 2034 
 805 , 82 , 9222 
 243 , 66 , 5888 
 915 , 219 , 3018 
 552 , 20 , 5506 
 453 , 262 , 3979 
 251 , 164 , 6427 
 846 , 44 , 3761 
 690 , 203 , 3676 
 489 , 125 , 7699 
 118 , 196 , 477 
 159 , 175 , 358 
 115 , 235 , 670 
 838 , 267 , 9263 
 472 , 61 , 9293 
 369 , 57 , 6626 
 401 , 170 , 1448 
 677 , 9 , 2061 
 253 , 271 , 949 
 361 , 136 , 80 
 321 , 227 , 8933 
 398 , 267 , 8021 
 364 , 279 , 9971 
 84 , 146 , 8286 
 603 , 81 , 8745 
 87 , 218 , 3653 
 69 , 265 , 4246 
 703 , 162 , 3218 
 204 , 200 , 7270 
 741 , 129 , 7702 
 643 , 91 , 1113 
 776 , 200 , 4574 
 473 , 25 , 8494 
 293 , 175 , 7782 
 68 , 140 , 8267 
 191 , 63 , 953 
 305 , 228 , 3460 
 479 , 67 , 408 
 152 , 231 , 6565 
 599 , 187 , 3898 
 123 , 225 , 8672 
 215 , 80 , 5753 
 329 , 148 , 7874 
 9 , 80 , 4849 
 267 , 260 , 7860 
 62 , 250 , 4181 
 665 , 164 , 6171 
 615 , 182 , 7780 
 780 , 25 , 5421 
 363 , 38 , 6683 
 941 , 260 , 1670 
 500 , 62 , 6356 
 52 , 62 , 9625 
 798 , 260 , 3840 
 246 , 3 , 1835 
 175 , 114 , 4014 
 529 , 86 , 9252 
 756 , 203 , 7602 
 287 , 139 , 4273 
 282 , 85 , 1853 
 239 , 281 , 9734 
 833 , 3 , 3208 
 906 , 128 , 6492 
 698 , 75 , 5974 
 319 , 34 , 6586 
 694 , 280 , 5903 
 280 , 150 , 1865 
 762 , 61 , 2889 
 699 , 128 , 996 
 460 , 282 ,  
 168 , 112 , 8339 
 501 , 104 , 3166 
 526 , 62 , 1039 
 80 , 84 , 5497 
 50 , 194 , 7052 
 719 , 147 , 1408 
 602 , 120 , 3179 
 779 , 200 , 146 
 513 , 170 , 5121 
 474 , 114 , 425 
 914 , 55 , 4563 
 205 , 84 , 7482 
 283 , 137 , 6466 
 775 , 162 , 7798 
 225 , 153 , 586 
 548 , 30 , 6031 
 74 , 138 , 4757 
 680 , 49 , 4949 
 709 , 172 , 4654 
 387 , 27 , 5946 
 636 , 260 , 4253 
 745 , 26 , 1702 
 923 , 211 , 5858 
 771 , 146 , 6135 
 868 , 190 , 4711 
 607 , 222 , 4164 
 56 , 236 , 5464 
 705 , 73 , 9262 
 252 , 46 , 1900 
 209 , 264 , 8263 
 817 , 101 , 1957 
 564 , 103 , 2316 
 899 , 55 , 3282 
 837 , 27 , 6784 
 148 , 209 , 7083 
 621 , 156 , 3517 
 439 , 1 , 631 
 278 , 261 , 858 
 356 , 66 , 2573 
 620 , 140 , 2432 
 617 , 277 , 8656 
 764 , 170 , 3867 
 451 , 34 , 4130 
 839 , 25 , 7177 
 712 , 31 , 9711 
 282 , 197 , 4371 
 163 , 150 , 3267 
 768 , 249 , 5411 
 212 , 205 , 5905 
 860 , 5 , 9944 
 692 , 143 , 1828 
 672 , 101 , 953 
 810 , 172 , 7211 
 869 , 101 , 6943 
 347 , 22 , 6744 
 585 , 87 , 6636 
 638 , 176 , 7309 
 349 , 199 , 4904 
 679 , 178 , 785 
 918 , 255 , 2888 
 701 , 195 , 5945 
 658 , 47 , 3918 
 920 , 154 , 8247 
 404 , 189 , 6859 
 692 , 14 , 8469 
 760 , 235 , 2246 
 506 , 30 , 4200 
 108 , 111 , 9683 
 844 , 236 , 715 
 813 , 280 , 7069 
 154 , 29 , 5400 
 91 , 160 , 3898 
 703 , 266 , 2376 
 259 , 33 , 2222 
 596 , 33 , 7290 
 937 , 90 , 385 
 722 , 275 , 7573 
 552 , 186 , 8681 
 447 , 116 , 6425 
 539 , 277 , 340 
 770 , 73 , 896 
 161 , 270 , 52 
 976 , 151 , 3356 
 842 , 42 , 1956 
 579 , 121 , 6435 
 550 , 283 , 1003 
 952 , 214 , 5106 
 727 , 237 , 6339 
 867 , 5 , 39 
 480 , 122 , 446 
 641 , 263 , 6209 
 899 , 86 , 5727 
 821 , 84 , 73 
 490 , 95 , 9685 
 784 , 228 , 6487 
 786 , 231 , 4738 
 15 , 17 , 5621 
 855 , 128 , 7271 
 569 , 12 , 8708 
 175 , 79 , 7465 
 334 , 167 , 170 
 200 , 40 , 3584 
 882 , 14 , 4696 
 191 , 209 , 8837 
 618 , 259 , 4543 
 739 , 267 , 7930 
 358 , 118 , 8577 
 536 , 140 , 4989 
 417 , 69 , 9654 
 340 , 216 , 6358 
 218 , 96 , 9064 
 945 , 274 , 8628 
 633 , 83 , 8480 
 592 , 184 , 445 
 567 , 182 , 1991 
 650 , 208 , 5893 
 631 , 179 , 561 
 885 , 113 , 6290 
 697 , 69 , 424 
 554 , 15 , 7465 
 18 , 21 , 7141 
 637 , 77 , 7862 
 733 , 106 , 9643 
 827 , 114 , 268 
 326 , 17 , 860 
 645 , 227 , 9674 
 643 , 76 , 3825 
 870 , 172 , 2692 
 424 , 88 , 5735 
 741 , 86 , 2552 
 773 , 74 , 4764 
 680 , 147 , 301 
 759 , 175 , 9973 
 801 , 38 , 8960 
 556 , 110 , 170 
 812 , 34 ,  
 725 , 257 , 7313 
 790 , 226 , 5356 
 750 , 66 , 4520 
 531 , 138 , 7414 
 561 , 165 , 8505 
 946 , 75 , 2426 
 683 , 168 , 116 
 565 , 73 , 6686 
 851 , 27 , 3682 
 995 , 273 , 1382 
 809 , 3 , 7581 
 66 , 184 , 7247 
 225 , 196 , 9629 
 675 , 21 , 7693 
 351 , 52 , 594 
 10 , 187 , 4176 
 580 , 60 , 9332 
 808 , 281 , 6847 
 632 , 58 , 1243 
 819 , 91 , 324 
 334 , 217 , 2308 
 606 , 183 , 3941 
 533 , 192 , 4428 
 276 , 32 , 7976 
 957 , 191 , 4870 
 794 , 230 , 4105 
 463 , 52 , 5885 
 761 , 267 , 9255 
 916 , 142 , 7101 
 922 , 233 , 1594 
 542 , 100 , 8762 
 846 , 46 , 8655 
 811 , 75 , 9521 
 527 , 149 , 274 
 620 , 234 , 4679 
 602 , 237 , 536 
 259 , 47 , 6042 
 641 , 214 , 8877 
 359 , 134 , 1920 
 979 , 230 , 5038 
 810 , 192 , 7025 
 860 , 34 , 1176 
 946 , 88 , 5961 
 211 , 28 , 8886 
 779 , 225 , 3279 
 662 , 176 , 2427 
 143 , 260 , 4197 
 600 , 67 , 4999 
 995 , 34 , 5140 
 859 , 170 , 8376 
 584 , 87 , 5433 
 876 , 177 , 3454 
 44 , 263 , 8730 
 183 , 19 , 8636 
 446 , 101 , 7862 
 948 , 74 , 3371 
 676 , 35 , 928 
 430 , 34 , 6545 
 913 , 231 , 2543 
 91 , 219 , 4399 
 642 , 23 , 6542 
 954 , 185 , 861 
 373 , 214 , 9585 
 1 , 78 , 2087 
 10 , 174 , 2620 
 303 , 241 , 8927 
 616 , 109 , 7726 
 897 , 48 , 9354 
 891 , 70 , 3014 
 429 , 99 , 57 
 630 , 141 , 8135 
 156 , 130 , 454 
 790 , 148 , 4927 
 674 , 112 , 6205 
 313 , 183 , 3300 
 991 , 183 , 1132 
 928 , 96 , 7981 
 222 , 164 , 5542 
 973 , 91 , 4696 
 722 , 16 , 2442 
 665 , 253 , 9909 
 933 , 269 , 885 
 719 , 233 , 4115 
 166 , 256 , 8726 
 574 , 146 , 6162 
 668 , 206 , 5308 
 785 , 67 , 9925 
 582 , 56 , 885 
 654 , 48 , 2413 
 2 , 161 , 1308 
 531 , 202 , 9609 
 504 , 13 , 9497 
 981 , 267 , 6333 
 625 , 198 , 7521 
 892 , 207 , 8497 
 404 , 8 , 6163 
 819 , 104 , 1592 
 213 , 11 , 3873 
 834 , 138 , 6265 
 339 , 267 , 4353 
 1 , 67 , 4701 
 581 , 213 , 4843 
 971 , 281 , 1985 
 849 , 219 , 5083 
 884 , 30 , 241 
